업종명,업소명,소재지(도로명),소재지전화
일반음식점,일도씨,"서울특별시 송파구 거마로 22 (거여동,1층)",
일반음식점,샌디에고,"서울특별시 송파구 오금로36길 10, 지상1층 (가락동)",
일반음식점,정가네 대박집,"서울특별시 송파구 삼전로6길 4, 1층 (삼전동)",02-2203-2389
일반음식점,김씨네 명가국수&불냉면,"서울특별시 송파구 오금로61길 5, 지상1층 (거여동)",
일반음식점,조은식당,"서울특별시 송파구 동남로6길 9, 지상1층 (문정동)",02-448-8292
일반음식점,산들해(송파),"서울특별시 송파구 위례성대로 6 (방이동,2층)",02-401-3678
일반음식점,삼삼이네 방이점,"서울특별시 송파구 가락로42길 15 (방이동,1층)",02-419-7426
일반음식점,오징어세상,"서울특별시 송파구 백제고분로9길 42 (잠실동,지하1층)",
일반음식점,짝태엔 노가리,"서울특별시 송파구 삼학사로 74 (석촌동,1층)",02-418-5452
일반음식점,투썸플레이스 거여역점,"서울특별시 송파구 오금로 495 (거여동,1,2층)",02-430-8889
일반음식점,봉이동동,"서울특별시 송파구 백제고분로41길 13 (송파동,1층)",
일반음식점,내맘애푸드(서울콩비지),"서울특별시 송파구 동남로4길 33, 호성섬유 1층 (문정동)",02-402-8892
일반음식점,오뎅끼데스까,"서울특별시 송파구 올림픽로 32-29 (방이동, 2층)",
일반음식점,김복남맥주 잠실 신천점,"서울특별시 송파구 백제고분로7길 24-18, 지상1층 (잠실동)",
일반음식점,보부상 감자탕,"서울특별시 송파구 오금로11길 26, 지상1층 (방이동)",02-413-8937
일반음식점,후포항,"서울특별시 송파구 삼학사로 91, 지상1층 (삼전동)",
일반음식점,뉴욕핫도그,"서울특별시 송파구 올림픽로 240, 4층 (잠실동, 롯데월드어드벤쳐)",02-411-2222
일반음식점,교동짬뽕,"서울특별시 송파구 마천로57길 12 (마천동,1층)",02-402-0204
일반음식점,엔제리너스 롯데캐슬 잠실점,"서울특별시 송파구 올림픽로 269, 1층 (신천동)",02-2146-0001
일반음식점,어부회 수산,"서울특별시 송파구 백제고분로40길 25 (석촌동,1층)",02-415-1282
일반음식점,한강치킨,"서울특별시 송파구 백제고분로17길 56, 지상1층 (잠실동)",02-414-7364
일반음식점,주막례 김치찌개,"서울특별시 송파구 백제고분로7길 39 (잠실동,1층)",02-412-1184
일반음식점,스시애,"서울특별시 송파구 송이로20길 20 (가락동,2층)",02-400-9491
일반음식점,수정쌈,"서울특별시 송파구 올림픽로 240 (잠실동,롯데월드푸드플라자 지하1층 I-91호)",
일반음식점,명불허전원조골뱅이,"서울특별시 송파구 올림픽로12길 14, 1층 (잠실동)",02-422-7755
일반음식점,대관령 옛길,"서울특별시 송파구 백제고분로41길 43-13, 1층 (송파동)",02-3427-7078
일반음식점,스테이크케이피자코너,"서울특별시 송파구 올림픽로 240 (잠실동,롯데월드 푸드플라자동 지하1층 1-92)",
일반음식점,가락함흥냉면,"서울특별시 송파구 오금로36길 67, 지상1층 (가락동)",02-409-0290
일반음식점,곰비님비손만두,"서울특별시 송파구 백제고분로48길 29 (방이동,1층)",
일반음식점,스시앤롤,"서울특별시 송파구 올림픽로 240 (잠실동,롯데월드 지하1층 I-93)",02-411-0137
일반음식점,우리집맛집,"서울특별시 송파구 올림픽로 289 (신천동,잠실시그마타워 지하1층B101-6,7호)",
일반음식점,린생 사진관,"서울특별시 송파구 올림픽로12길 14, 1층 (잠실동)",02-2203-0134
일반음식점,T.G.I.F 잠실캐슬점,"서울특별시 송파구 올림픽로 269, 지상2층 (신천동, 롯데캐슬골드 캐슬플라자 201~2,210~5호)",02-2146-2401
일반음식점,석촌옛터,"서울특별시 송파구 백제고분로41길 42 (송파동,1층)",02-421-0043
일반음식점,동북양꼬치구이,"서울특별시 송파구 석촌호수로12길 14 (잠실동,1층)",02-424-8892
일반음식점,가락분식,"서울특별시 송파구 송파대로37길 48 (석촌동,1층)",02-413-7605
일반음식점,우리집 밥상,"서울특별시 송파구 백제고분로 509, 지하1층 B107호 (방이동)",02-419-2343
일반음식점,원조홍어집,"서울특별시 송파구 성내천로30길 17-7, 지상1층 (마천동)",02-449-9964
일반음식점,불닭짱,"서울특별시 송파구 백제고분로22길 19 (삼전동,지하1층)",02-414-9270
일반음식점,동동주와지지미,"서울특별시 송파구 삼전로6길 14, 지상1층 (삼전동)",
일반음식점,행복하면 돼지,"서울특별시 송파구 올림픽로12길 60, 지상1층 (잠실동)",02-424-9258
일반음식점,이경진우렁쌈밥정식,"서울특별시 송파구 중대로 310 (오금동,1층)",02-402-8838
일반음식점,엄마손 팥칼국수 바지락칼국수,"서울특별시 송파구 동남로6길 9 (문정동,1층)",
일반음식점,무스쿠스,"서울특별시 송파구 올림픽로 269, 지상2층 202호 (신천동, 잠실롯데캐슬골드내 상가 )",02-2146-2460
일반음식점,신라 샤브,서울특별시 송파구 백제고분로41길 40 (송파동),
일반음식점,10월 28일,서울특별시 송파구 동남로6길 7 (문정동),
일반음식점,쌀통닭 신천본점,"서울특별시 송파구 올림픽로10길 13, 지상1층 (잠실동)",
일반음식점,송어야,"서울특별시 송파구 백제고분로9길 9, 지상1층 (잠실동)",02-417-2888
일반음식점,미성양꼬치,"서울특별시 송파구 오금로46길 7, 지상1층 (가락동)",
일반음식점,바다향기,서울특별시 송파구 오금로46길 10 (가락동),
일반음식점,한성통영굴밥,서울특별시 송파구 성내천로 79 (오금동),
일반음식점,우드스탁,"서울특별시 송파구 백제고분로9길 48 (잠실동,지하1층)",
일반음식점,담소 소사골 순대 육개장 방이점,"서울특별시 송파구 오금로11길 8, 지상1층 (방이동)",02-421-3737
일반음식점,전주콩나물 국밥,"서울특별시 송파구 오금로35길 14 (오금동,아람빌딩 1층)",
일반음식점,맛있는 치킨,서울특별시 송파구 송이로31길 24 (문정동),
일반음식점,전주명가콩나물해장국,서울특별시 송파구 송파대로30길 27 (가락동),
일반음식점,황금루,서울특별시 송파구 백제고분로31길 5 (삼전동),02-418-8015
일반음식점,신흥토종한우,"서울특별시 송파구 마천로51길 27-1 (마천동,1층)",02-408-5024
일반음식점,얌얌곱창,"서울특별시 송파구 삼전로7길 16, 지상1층 (잠실동)",02-413-9060
일반음식점,장군 수제 족발,"서울특별시 송파구 오금로36길 67, 지상1층 (가락동)",02-400-4717
일반음식점,피노키오생생돈까스,서울특별시 송파구 성내천로32길 18 (마천동),02-401-1237
일반음식점,서초갈비 거여점,"서울특별시 송파구 양산로10길 10, 지상1층, 2층 (거여동)",02-400-0544
일반음식점,여수그집 해물삼합,서울특별시 송파구 오금로17길 17 (방이동),
일반음식점,막갈나게 한잔해,서울특별시 송파구 백제고분로39길 23 (석촌동),
일반음식점,김밥천국(마천점),서울특별시 송파구 마천로61바길 22 (마천동),02-430-4666
일반음식점,유모멘트(주) 아펠가모 잠실점,"서울특별시 송파구 올림픽로35길 137, 지하1층 (신천동)",02-2144-2202
일반음식점,친구야 포차가자,서울특별시 송파구 양재대로71길 13 (방이동),02-415-1251
일반음식점,검단양만,"서울특별시 송파구 백제고분로7길 40-17, 지상1층 (잠실동)",02-3431-9555
일반음식점,세꼬시와 생선구이,"서울특별시 송파구 올림픽로32길 58, 지상1층 (방이동)",02-3432-0549
일반음식점,곱이세판 문정동맛집,"서울특별시 송파구 새말로 169, 지상1층 (문정동)",02-443-5292
일반음식점,(주)별미곱창,"서울특별시 송파구 올림픽로32길 22, 지상1층 (방이동)",02-410-1209
일반음식점,빽돈(방이점),"서울특별시 송파구 올림픽로32길 29, 유성빌딩 1층 (방이동)",
일반음식점,해변마을,서울특별시 송파구 오금로19길 9 (방이동),
일반음식점,깐부 치킨,"서울특별시 송파구 송파대로28길 35 (가락동,N 스위트 102,103)",02-448-6649
일반음식점,도깨비마을,서울특별시 송파구 오금로13길 19 (방이동),02-414-8801
일반음식점,지정환임실치즈피자,서울특별시 송파구 송이로 20 (송파동),02-418-8284
일반음식점,도네누 잠실신천점,서울특별시 송파구 올림픽로10길 21 (잠실동),
일반음식점,육감만족,"서울특별시 송파구 백제고분로41길 19, 지상1층 (송파동)",02-424-6716
일반음식점,BHC(비에이치씨치킨) 송파구청점,서울특별시 송파구 올림픽로32길 19 (방이동),02-471-4249
일반음식점,봉평메밀,"서울특별시 송파구 마천로 90 (오금동,성창빌딩 1층)",02-406-4355
일반음식점,이백안창구이프리미엄,"서울특별시 송파구 오금로13길 22, 지상1층 (방이동)",
일반음식점,나일강,서울특별시 송파구 송이로26길 16-7 (가락동),02-3401-8029
일반음식점,참숯 뒷고기,"서울특별시 송파구 가락로 241, 1층 (방이동, ING파크뷰)",
일반음식점,집밥,서울특별시 송파구 송이로 98 (가락동),02-449-2945
일반음식점,한사라참치,"서울특별시 송파구 송파대로28길 27, 101동 101,102호 (가락동, 성원상떼빌)",02-449-3737
일반음식점,스시가이(가락점),"서울특별시 송파구 송파대로28길 27, 102동 109호 (가락동,성원상떼빌)",02-443-1488
일반음식점,니콜,"서울특별시 송파구 오금로17길 14-1, 지상1층 (방이동)",02-422-8492
일반음식점,베트남 쌀국수,서울특별시 송파구 거마로2길 3-5 (거여동),02-408-4242
일반음식점,풍천민물장어,서울특별시 송파구 양재대로71길 20-29 (방이동),02-414-0611
일반음식점,한우집,"서울특별시 송파구 오금로36길 63, 지상1층 (가락동)",
일반음식점,전주콩나루콩나물국밥,"서울특별시 송파구 올림픽로 293-19 (신천동,현대타워 지층 30~36호)",02-422-0091
일반음식점,방이뚝배기,"서울특별시 송파구 오금로23길 25, 지상1층 (방이동)",
일반음식점,알루메(AL Lume),서울특별시 송파구 백제고분로9길 36 (잠실동),02-421-1126
일반음식점,노박사골뱅이,"서울특별시 송파구 백제고분로9길 18, 지상1층 (잠실동)",
일반음식점,고깃집딸,"서울특별시 송파구 오금로11길 49, 지상1층 101호 (방이동, 보보스타워)",02-425-4200
일반음식점,박대박 조개찜,"서울특별시 송파구 올림픽로32길 45, 지상1층 (방이동)",
일반음식점,스위트레스토랑,서울특별시 송파구 오금로 519 (거여동),02-3401-6673
일반음식점,스시토우,서울특별시 송파구 백제고분로40길 5 (석촌동),
일반음식점,처갓집 양념치킨 가락점,"서울특별시 송파구 중대로9길 30, 다보빌딩 1층 103,104호 (가락동)",
일반음식점,맛깔참죽,"서울특별시 송파구 송파대로28길 27, 102동 104호 (가락동,성원상떼빌)",
일반음식점,전주식당,서울특별시 송파구 동남로2길 8 (문정동),
일반음식점,몽촌뼈감자탕,"서울특별시 송파구 새말로17길 12, 지상1층 (문정동)",
일반음식점,불타니한우,"서울특별시 송파구 오금로 126 (송파동,한진로즈힐 101,102,121호)",02-2202-0322
일반음식점,봉구비어,"서울특별시 송파구 백제고분로39길 30, 지상1층 (석촌동)",
일반음식점,미인,"서울특별시 송파구 백제고분로7길 23 (잠실동,2층)",
일반음식점,내일또오리,서울특별시 송파구 풍성로25길 26-1 (풍납동),02-474-3523
일반음식점,고바우,"서울특별시 송파구 올림픽로35길 94, 지하1층 7호 (신천동, 장미3차맨션)",
일반음식점,화반 방이점,"서울특별시 송파구 오금로13길 8, 지상1층 (방이동)",02-417-7788
일반음식점,야스시,"서울특별시 송파구 오금로 396 (가락동,에스케이허브파크 101호)",
일반음식점,국가대표,"서울특별시 송파구 가락로 139-1, 지상1층 (송파동)",02-416-9966
일반음식점,치어스(가락점),서울특별시 송파구 중대로9길 24 (가락동),02-3401-5278
일반음식점,스카이라운지,서울특별시 송파구 올림픽로43길 88 (풍납동),
일반음식점,한우마을,"서울특별시 송파구 오금로59길 3-5, 지상1층 (거여동)",
일반음식점,종로빈대떡(송파점),"서울특별시 송파구 백제고분로41길 31 (송파동,1층)",
일반음식점,나나호프,"서울특별시 송파구 백제고분로46길 16-1 (송파동,지상1층)",
일반음식점,올인 somaek(소맥),"서울특별시 송파구 오금로36길 22-1, 지상1층 (가락동)",
일반음식점,전주집,"서울특별시 송파구 송이로 166, 지하1층 (가락동)",
일반음식점,원,"서울특별시 송파구 오금로 520 (거여동,지하1층)",
일반음식점,장다리남원추어탕,서울특별시 송파구 삼학사로11길 14 (삼전동),
일반음식점,등대자연산막회,"서울특별시 송파구 송파대로43길 16 (석촌동,1층)",
일반음식점,아우네포차,"서울특별시 송파구 오금로46길 14 (가락동,1층)",02-409-6646
일반음식점,꼭지네식당,"서울특별시 송파구 성내천로6길 11 (오금동,1층)",
일반음식점,한솥도시락오금역점,"서울특별시 송파구 중대로23길 20 (가락동,108호)",
일반음식점,돌마리 유황오리,"서울특별시 송파구 가락로 66, 지상1층 101호 (석촌동)",
일반음식점,하토상의술방,"서울특별시 송파구 양산로10길 5, 1층 (거여동, SH빌딩)",
일반음식점,착한우정육식당,"서울특별시 송파구 오금로15길 5-24 (방이동,1층,2층)",
일반음식점,청진동해장국,"서울특별시 송파구 오금로 527 (거여동,1층)",
일반음식점,투다리한양점,서울특별시 송파구 가락로 156 (송파동),
일반음식점,안준수보리밥,"서울특별시 송파구 백제고분로41길 43-5 (송파동,1층)",02-416-0671
일반음식점,본죽(삼전동점),"서울특별시 송파구 백제고분로 202, 지상1층 (삼전동)",
일반음식점,아궁이 왕돌구이2,"서울특별시 송파구 백제고분로7길 23-5 (잠실동,2층)",
일반음식점,바다STORY,"서울특별시 송파구 중대로23길 17, 베니스타워 1층 (가락동)",02-430-9585
일반음식점,잠실상회,"서울특별시 송파구 백제고분로7길 24-27, 지상1층 (잠실동)",
일반음식점,잠실 김밥,"서울특별시 송파구 석촌호수로 78 (잠실동, 9호,10호,18호,19호,20호,21호,22호)",
일반음식점,카스키스,"서울특별시 송파구 송파대로30길 16, 지상1층 105호 (가락동, 두산위브센티움)",
일반음식점,해피팝,"서울특별시 송파구 올림픽로 240 (잠실동,영프라자 지하1층 Y-044호)",
일반음식점,명품초밥,"서울특별시 송파구 가락로16길 2-10, 지상1층 (석촌동)",
일반음식점,옛날맛짜장,서울특별시 송파구 가락로 113 (석촌동),
일반음식점,한돈마당,서울특별시 송파구 새말로8길 6 (문정동),
일반음식점,비비큐,서울특별시 송파구 양산로 25 (거여동),
일반음식점,호림,서울특별시 송파구 송이로19길 4-8 (가락동),02-406-3660
일반음식점,송파소호정,"서울특별시 송파구 오금로13길 3 (방이동,지상1층,2층)",02-421-4448
일반음식점,가장맛있는족발 신천점,"서울특별시 송파구 백제고분로7길 24, 지상1층 (잠실동)",
일반음식점,라디오스타(호프광장),"서울특별시 송파구 위례성대로18길 27 (방이동,지하1층)",
일반음식점,엠지엠,"서울특별시 송파구 올림픽로 342, 지하1층 (방이동, 형인타워)",
일반음식점,제주 몬트락,"서울특별시 송파구 백제고분로41길 40 (송파동,1층)",
일반음식점,청와옥,서울특별시 송파구 삼학사로 96 (석촌동),02-417-3738
일반음식점,초대창 잠실새내점,"서울특별시 송파구 백제고분로9길 17, 지상1층 (잠실동)",02-412-9292
일반음식점,짬뽕지존,"서울특별시 송파구 오금로 152, 지상1층 (송파동)",02-4231-592
일반음식점,is (아이에스),"서울특별시 송파구 송파대로28길 27, 성원상떼빌101동 지상2층 215, 216호 (가락동)",02-400-1539
일반음식점,행운,"서울특별시 송파구 삼학사로 36, 지하1층 (석촌동)",
일반음식점,달인수제 한방족발,"서울특별시 송파구 가락로 106, 지상1층 (석촌동)",
일반음식점,에스라인,서울특별시 송파구 백제고분로40길 35-7 (석촌동),
일반음식점,저팔계,"서울특별시 송파구 오금로46길 27 (가락동,103호)",02-409-0686
일반음식점,함평홍어삼합,서울특별시 송파구 올림픽로10길 55 (잠실동),
일반음식점,장어왕국,"서울특별시 송파구 송파대로 468, 지상1층 (송파동)",
일반음식점,속초항,"서울특별시 송파구 삼전로7길 16, 1층 (잠실동)",
일반음식점,무안 치킨호프,"서울특별시 송파구 삼전로13길 4, 지상1층 (잠실동)",
일반음식점,3040 라이브,"서울특별시 송파구 가락로 277 (방이동,지하1층)",
일반음식점,미스터치킨(Mr.Chicken),서울특별시 송파구 백제고분로28길 20 (삼전동),02-415-5956
일반음식점,우쿠야 가락점,"서울특별시 송파구 송파대로30길 16, 101호 (가락동, 두산위브 지하 )",02-430-9282
일반음식점,등촌동샤브샤브칼국수잠실본점,서울특별시 송파구 삼전로12길 9 (삼전동),02-412-8463
일반음식점,칡산에 황제보쌈 & 곤드레 돌솥밥,"서울특별시 송파구 오금로35길 8 (오금동,동인트루빌103호)",02-401-2220
일반음식점,치킨마루,서울특별시 송파구 가락로 76 (석촌동),
일반음식점,청진동해장국 석촌역점,서울특별시 송파구 백제고분로 379 (송파동),
일반음식점,김영희강남동태찜(본점),"서울특별시 송파구 삼전로 87 (잠실동,1층,2층)",02-422-5008
일반음식점,꽃낙지,서울특별시 송파구 백제고분로19길 7 (잠실동),02-417-2918
일반음식점,구지라운지(9G LOUNGE),"서울특별시 송파구 올림픽로10길 22 (잠실동,지하1층)",
일반음식점,산촌 포장마차,"서울특별시 송파구 삼학사로8길 15, 지상1층 (석촌동)",
일반음식점,새마을순대국,서울특별시 송파구 석촌호수로 78 (잠실동),
일반음식점,깜꼬치킨,서울특별시 송파구 중대로9길 42 (가락동),
일반음식점,내꾸미 쭈꾸미,"서울특별시 송파구 성내천로 106, 지상1층 (오금동)",02-443-6969
일반음식점,크로바,"서울특별시 송파구 올림픽로51길 30 (풍납동, 대아아파트101 상가동 1층)",02-482-6568
일반음식점,신천한식,"서울특별시 송파구 올림픽로35길 93 (신천동,스타리버 B-122호)",
일반음식점,이서방치킨,서울특별시 송파구 오금로53길 51 (거여동),
일반음식점,감치래비빔국수,서울특별시 송파구 성내천로 102 (오금동),02-400-9898
일반음식점,삐에로 와인,"서울특별시 송파구 올림픽로32길 18, 지상2층 (방이동)",
일반음식점,국수,"서울특별시 송파구 백제고분로40길 13, 지상1층 (석촌동)",
일반음식점,갯마을,"서울특별시 송파구 가락로 90 (석촌동,1층7호)",
일반음식점,동북 양꼬치,서울특별시 송파구 백제고분로50길 16 (방이동),
일반음식점,본죽송파석촌점,"서울특별시 송파구 송파대로 451, 지상1층 (석촌동)",
일반음식점,횡성한우촌,"서울특별시 송파구 중대로 24 (문정동,올림픽훼밀리상가 1층 135호, 140호)",
일반음식점,해신,"서울특별시 송파구 송파대로28길 27 (가락동,성원상떼빌101동228,229,232,233호)",
일반음식점,또바,"서울특별시 송파구 올림픽로32길 18-17 (방이동,지상 1,2층)",
일반음식점,마시마니방이본점,서울특별시 송파구 위례성대로18길 28-20 (방이동),02-419-6088
일반음식점,무안뻘낙지,서울특별시 송파구 송파대로30길 8 (가락동),02-401-4721
일반음식점,Bar Murphy 야식해주는 남자,"서울특별시 송파구 올림픽로10길 24, 지상1층 (잠실동)",
일반음식점,비에이치씨(BHC),"서울특별시 송파구 석촌호수로18길 27, 1층 (석촌동)",02-419-8233
일반음식점,울엄마,"서울특별시 송파구 가락로11길 32, 1층 (석촌동)",
일반음식점,트루칠로,"서울특별시 송파구 양재대로 1222 (방이동,올림픽선수기자촌중심상가1층174호)",
일반음식점,동경레스토랑,"서울특별시 송파구 가락로 99, 지하1층 (석촌동)",02-416-7983
일반음식점,치킨시즌,"서울특별시 송파구 백제고분로48길 14, 1층 (방이동)",
일반음식점,한신포차 송파 방이점,"서울특별시 송파구 올림픽로32길 20 (방이동,지상2층)",02-412-8882
일반음식점,미르엠알,"서울특별시 송파구 올림픽로 240 (잠실동,롯데백화점지하1층스넥코너)",
일반음식점,정' 치킨로드,서울특별시 송파구 위례성대로18길 28-1 (방이동),
일반음식점,수궁,"서울특별시 송파구 마천로 235, 지하1층 (마천동)",
일반음식점,한성,"서울특별시 송파구 동남로 313, 지하1층 (오금동)",
일반음식점,경복궁방이점(주)덕용푸드시스템,"서울특별시 송파구 올림픽로 348 (방이동,2층.3층.4층)",02-418-7767
일반음식점,울랄라  횟집,"서울특별시 송파구 백제고분로15길 44, 지상1층 (잠실동)",
일반음식점,웰덤치킨 가락점,"서울특별시 송파구 송이로17길 54-27, 지상1층 (가락동)",
일반음식점,김밥나라,서울특별시 송파구 성내천로 301 (마천동),
일반음식점,유락,"서울특별시 송파구 올림픽로 35-124 (신천동, 장미아파트 A상가 2동지층27-1,28-1호)",
일반음식점,농부,"서울특별시 송파구 양재대로71길 4-16, 지상1층 (방이동)",
일반음식점,갯돌,"서울특별시 송파구 백제고분로21길 24, 지상1층 (삼전동)",
일반음식점,보드람치킨가락점,"서울특별시 송파구 송파대로28길 35, 104호 (가락동, 송파앤스위트)",
일반음식점,가우리,"서울특별시 송파구 석촌호수로12길 29, 지상1층 101호 (잠실동)",
일반음식점,화적고기 앤 샤브의정석,"서울특별시 송파구 거마로 65, 지상1층 (마천동)",
일반음식점,아미,서울특별시 송파구 백제고분로46길 43 (송파동),
일반음식점,비틀즈,"서울특별시 송파구 마천로 84, 지하1층 (오금동)",
일반음식점,뉴 신대감 토종순대국,"서울특별시 송파구 마천로 98, 지상1층 (오금동)",
일반음식점,지니,"서울특별시 송파구 송파대로30길 23 (가락동,지상2층)",02-409-7974
일반음식점,연희,"서울특별시 송파구 백제고분로7길 24-14, 지상2층 (잠실동)",02-402-8626
일반음식점,한양커피,"서울특별시 송파구 마천로 137, 지하1층 (오금동)",02-402-8228
일반음식점,(주)함경도 찹쌀순대,"서울특별시 송파구 송파대로28길 32, 올림피아오피스텔 1층 4-1호,5호 (가락동)",02-400-2860
일반음식점,맛닭꼬 삼전점,"서울특별시 송파구 백제고분로22길 11 (삼전동,지상1층102호)",
일반음식점,진성한우곱창,"서울특별시 송파구 송파대로28길 27, 126,127,128호 (가락동, 성원상떼빌)",
일반음식점,원조명동 찌개마을,"서울특별시 송파구 중대로25길 12, 지상1층 (오금동)",
일반음식점,치즈를 사랑한 찜닭,"서울특별시 송파구 가락로 136, 지상1층 (송파동)",
일반음식점,5대갈비,"서울특별시 송파구 새말로 128 (문정동,지상1층)",02-408-1310
일반음식점,시골김밥,"서울특별시 송파구 올림픽로4길 17 (잠실동,아시아선수촌(아)중심상가1층114호)",
일반음식점,네네치킨,"서울특별시 송파구 새말로 147, 1층 (문정동)",02-400-8213
일반음식점,포몬스,"서울특별시 송파구 백제고분로9길 8, 지상1층 (잠실동)",02-412-8777
일반음식점,종로빈대떡,"서울특별시 송파구 바람드리길 9, 지상1층 (풍납동)",
일반음식점,석촌 회 직판장,"서울특별시 송파구 삼학사로 78-1, 지상1층 (석촌동)",
일반음식점,백합,"서울특별시 송파구 마천로 165 (오금동,지하1층)",
일반음식점,만다린,"서울특별시 송파구 오금로 252 (송파동, 가락삼익맨숀 지하1층1호)",02-417-7457
일반음식점,풍천장어,"서울특별시 송파구 중대로9길 36, 지상1층 (가락동)",02-409-6255
일반음식점,오향가,"서울특별시 송파구 송이로 106, 지상1층 (가락동)",02-431-3492
일반음식점,음악포차 Music Class(뮤직클래스),"서울특별시 송파구 올림픽로32길 22, 지상2층 (방이동)",
일반음식점,산오징어마을,서울특별시 송파구 백제고분로7길 31 (잠실동),
일반음식점,양평숯불갈비,"서울특별시 송파구 송파대로16길 8 (문정동,지상1층)",02-431-3392
일반음식점,좋은날,"서울특별시 송파구 가락로16길 4 (석촌동,지하1층)",
일반음식점,샨티,"서울특별시 송파구 올림픽로 240 (잠실동,롯데백화점 지상11층)",
일반음식점,짝태 앤 노가리 문정동점,"서울특별시 송파구 새말로 120, 지상1층 (문정동, 화애빌딩 )",
일반음식점,코끼리식당,"서울특별시 송파구 강동대로7길 10, 지상1층 (풍납동)",02-474-2543
일반음식점,나루호프,"서울특별시 송파구 올림픽로 35-77 (신천동,  미성상가 1층 11-2호)",02-415-7757
일반음식점,진대감 16가락,"서울특별시 송파구 중대로9길 34 (가락동,지상1층)",
일반음식점,김밥사랑,"서울특별시 송파구 가락로 148 (송파동,지상1층)",02-421-1013
일반음식점,장원족발,"서울특별시 송파구 마천로 339-1 (마천동,지상1층)",02-400-2892
일반음식점,소문난순대국.감자탕,"서울특별시 송파구 동남로6길 22, 지상1층 (문정동)",02-401-0222
일반음식점,함평육회,"서울특별시 송파구 올림픽로32길 22-19, 지상1층 (방이동)",
일반음식점,송파나들목,"서울특별시 송파구 백제고분로7길 42-29 (잠실동,지상1층)",02-2202-5075
일반음식점,삼숙이생아구찜생태탕,"서울특별시 송파구 송파대로28길 27 (가락동,성원상떼빌101동227호,228호,234호(지상2층))",02-409-8045
일반음식점,마포식당,"서울특별시 송파구 삼학사로12길 14 (석촌동,지상1층)",
일반음식점,사골 백암 순대,"서울특별시 송파구 올림픽로32길 10 (방이동,지상1층)",02-413-3888
일반음식점,Cafe Train(카페 트레인),"서울특별시 송파구 올림픽로32길 19 (방이동,지상1층)",02-423-9427
일반음식점,큰손닭한마리,"서울특별시 송파구 백제고분로15길 59, 지상1층 (잠실동)",
일반음식점,다도회직판장,"서울특별시 송파구 백제고분로40길 24, 지상1층 (석촌동, 가원빌딩 )",02-2202-3241
일반음식점,시골순대국,"서울특별시 송파구 오금로44가길 2 (가락동,지상1층)",02-403-3002
일반음식점,꾸미&까스,"서울특별시 송파구 가락로 274, 지상1층 (방이동)",02-412-2862
일반음식점,농부의 꿈,"서울특별시 송파구 양재대로71길 4-12 (방이동,지상1층)",02-416-1233
일반음식점,빽다방 오금역점,"서울특별시 송파구 오금로 306, 지상1층 111호 (가락동, 가락스타클래스)",02-448-4050
일반음식점,멸치집,"서울특별시 송파구 백제고분로15길 44 (잠실동,101호)",02-422-6465
일반음식점,오케이,"서울특별시 송파구 송파대로32길 6 (가락동,지하1층)",02-400-1125
일반음식점,비주,"서울특별시 송파구 삼전로13길 21, 지하1층 (잠실동)",
일반음식점,죠스떡복기(개롱역점),"서울특별시 송파구 오금로 396, 1층 102호 (가락동, 에스케이허브파크)",
일반음식점,안동 사대부 찜닭,"서울특별시 송파구 오금로25길 27 (방이동,지상1층)",02-408-0707
일반음식점,역전 할머니 맥주 신천점,"서울특별시 송파구 올림픽로10길 16, 지상1층 (잠실동)",02-422-0603
일반음식점,스시아지,"서울특별시 송파구 올림픽로 240 (잠실동,롯데백화점 내 지상11층)",02-2143-7022
일반음식점,한우리,"서울특별시 송파구 올림픽로 240 (잠실동,롯데백화점 내 11층)",02-512-3103
일반음식점,본죽엄마손점,"서울특별시 송파구 가락로 113 (석촌동,지상 1층)",
일반음식점,별미곱창,"서울특별시 송파구 오금로11길 14 (방이동,지상1층)",02-421-2910
일반음식점,명동 칼국수,"서울특별시 송파구 가락로 264-1, 103,104호 (방이동)",02-402-5992
일반음식점,일도씨 찜닭 잠실점,"서울특별시 송파구 석촌호수로 258, 지상1층 (송파동)",02-2202-0709
일반음식점,무적상다리,"서울특별시 송파구 송파대로32길 6-11 (가락동,지상1층)",02-3401-0687
일반음식점,신흥 정육식당,"서울특별시 송파구 올림픽로10길 8, 지상1층 (잠실동)",02-403-6229
일반음식점,도나우,서울특별시 송파구 백제고분로 243 (삼전동),02-2202-3897
일반음식점,청솔식당,"서울특별시 송파구 풍성로 24, 1층 (풍납동)",
일반음식점,신천지양꼬치,"서울특별시 송파구 백제고분로7길 32-29 (잠실동,지상1층)",
일반음식점,둥지,"서울특별시 송파구 마천로 183 (오금동,지하1층)",02-431-9098
일반음식점,주식회사 구회말투아웃곱창,"서울특별시 송파구 올림픽로10길 20, 지상1층 (잠실동, 태성빌딩)",02-415-7388
일반음식점,홍콩반점0410,"서울특별시 송파구 오금로11길 21 (방이동,지상2층)",02-424-0055
일반음식점,소담식당,"서울특별시 송파구 백제고분로40길 35-15, 1층 (석촌동)",02-423-1464
일반음식점,썬 파닭치킨,"서울특별시 송파구 마천로11길 6 (오금동,지상1층)",02-404-9255
일반음식점,피자마루풍납점,"서울특별시 송파구 바람드리길 57 (풍납동,지상1층)",02-473-1082
일반음식점,미스터쿡,"서울특별시 송파구 송이로 93-1, 1층 (가락동)",02-423-0472
일반음식점,M라이브,"서울특별시 송파구 오금로15길 4, 지하1층 (방이동)",
